submission_id,zip,age,gender,cups,cups_num,home_brew,party
24xqzL,95124,45-54 years old,Male,More than 4,5,"Pour over, Espresso, Coffee extract (e.g. Cometeer)",Democrat
XeBVpd,10003,25-34 years old,NA,NA,NA,NA,NA
J2kayY,1004,25-34 years old,NA,1,1,Espresso,NA
jB9O5J,19146,25-34 years old,Male,2,2,"Pour over, French press, Espresso",Democrat
aBrbpq,10011,25-34 years old,Female,2,2,Instant coffee,Democrat
XeBVZV,29690,35-44 years old,NA,3,3,French press,NA
rlrx85,19146,25-34 years old,Female,1,1,Cold brew,Democrat
eBxdOE,19146,25-34 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), French press, Instant coffee",Democrat
BGbO2e,19146,18-24 years old,Non-binary,1,1,French press,Democrat
NABKaW,20832,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
g5NyOD,10069,45-54 years old,Female,2,2,Other,Democrat
ylqKLW,84115,45-54 years old,Male,2,2,"Coffee extract (e.g. Cometeer), Other, Espresso",Democrat
jB9dOY,84115,25-34 years old,Non-binary,1,1,"Espresso, Cold brew",Democrat
1r2ZLO,84102,25-34 years old,Male,1,1,"Cold brew, Espresso, Pour over",Independent
qbYZaO,98122,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
AlboEW,20190,25-34 years old,Male,2,2,"Pour over, Espresso, Instant coffee, Bean-to-cup machine",Republican
BGL4dR,97330,25-34 years old,Female,1,1,Other,Democrat
eBNZDx,97304,35-44 years old,Female,Less than 1,0,Other,No affiliation
J2VKAR,85284,18-24 years old,Male,2,2,Pour over,No affiliation
jB0DQ4,98056,35-44 years old,Male,Less than 1,0,NA,Democrat
0Ebr79,97330,35-44 years old,Male,2,2,Other,Republican
qbYZR9,98155,35-44 years old,Male,1,1,"Pour over, Bean-to-cup machine, Espresso",Democrat
yl0ZDB,7003,35-44 years old,Male,3,3,"Espresso, Pour over, French press",Democrat
xd0xPo,37209,25-34 years old,Male,1,1,"Pour over, Espresso",NA
XeRlWY,1605,25-34 years old,Female,1,1,"Bean-to-cup machine, Coffee extract (e.g. Cometeer)",Independent
eBNZA0,89502,25-34 years old,Non-binary,2,2,Pour over,Democrat
6d1J4N,NA,25-34 years old,NA,NA,NA,NA,NA
J2VKgX,85281,18-24 years old,NA,NA,NA,NA,NA
aBjN4X,97801,>65 years old,Male,1,1,NA,No affiliation
VZ9EVv,20190,25-34 years old,Female,1,1,"Bean-to-cup machine, Other",No affiliation
yl0Zep,80013,25-34 years old,Male,2,2,"Pour over, French press, Espresso, Instant coffee, Cold brew",No affiliation
7dJlza,12345,35-44 years old,NA,3,3,"Pour over, Espresso",NA
WAe90j,92374,35-44 years old,Male,Less than 1,0,Espresso,Democrat
dYZqdK,21237,45-54 years old,Female,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",Democrat
J2VKGX,55417,25-34 years old,Male,2,2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
PABaAP,89502,25-34 years old,Female,2,2,"Pour over, Cold brew",Democrat
YZoDgv,44333,45-54 years old,Male,1,1,"Pour over, Espresso",No affiliation
24b8Y9,12355,25-34 years old,NA,2,2,Pour over,NA
ZdG5yV,24015,25-34 years old,Male,1,1,"French press, Coffee extract (e.g. Cometeer), Other",Independent
bl2Vy6,20876,35-44 years old,Male,2,2,"Pour over, Espresso",No affiliation
Grovo2,85281,18-24 years old,Female,1,1,Instant coffee,No affiliation
0Ebry9,22201,25-34 years old,Male,1,1,Espresso,Democrat
PA2jNB,75069,25-34 years old,Non-binary,2,2,"Espresso, French press",Democrat
VZ9Eyj,84106,>65 years old,Female,1,1,Pour over,Democrat
WAe9GJ,44139,25-34 years old,Male,3,3,Espresso,Democrat
eBNZdq,95124,45-54 years old,Female,1,1,NA,Democrat
pL0xab,60614,35-44 years old,NA,2,2,"Pod/capsule machine (e.g. Keurig/Nespresso), French press, Espresso",NA
KMPQ9A,97223,25-34 years old,Male,3,3,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew, French press",Democrat
1rbP1M,85008,18-24 years old,Male,1,1,"Pour over, Bean-to-cup machine",Democrat
6d18jo,92804,25-34 years old,NA,1,1,"Espresso, Pour over",NA
EPBkqq,92627,25-34 years old,Male,3,3,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew",NA
MArKXl,95811,25-34 years old,Male,1,1,"Pour over, Cold brew",Independent
24bEBg,2150,35-44 years old,Male,2,2,"Espresso, Pour over",Democrat
BGLzXe,4101,55-64 years old,Male,3,3,"Pour over, Espresso",Republican
rl0jGl,NA,55-64 years old,NA,3,3,Espresso,NA
jB0aW4,80125,35-44 years old,Male,1,1,French press,No affiliation
xd0Xy5,92210,55-64 years old,NA,2,2,Pod/capsule machine (e.g. Keurig/Nespresso),NA
dYZWjK,99205,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
pLPjdJ,4106,25-34 years old,Male,2,2,"Espresso, Pour over",Democrat
EPBkPl,83201,35-44 years old,Male,Less than 1,0,"Pour over, French press",Independent
yl0PeB,87106,25-34 years old,Female,Less than 1,0,NA,Democrat
Grox5j,7041,25-34 years old,NA,NA,NA,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",NA
4214qo,1852,25-34 years old,NA,1,1,Espresso,NA
aBjQgW,24502,25-34 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",No affiliation
jB0ap9,93722,35-44 years old,Male,2,2,"French press, Espresso, Other",No affiliation
7dJRez,60073,35-44 years old,Male,1,1,"Other, Cold brew",No affiliation
BGLz71,12345,25-34 years old,Male,2,2,Pour over,No affiliation
NA4p5W,48326,25-34 years old,Male,1,1,"Espresso, Pour over, French press",No affiliation
6d18eo,93442,>65 years old,Male,1,1,Pour over,NA
lNlQkv,76133,45-54 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
8dJoAY,48103,35-44 years old,Male,2,2,Pour over,No affiliation
6d18yo,73503,25-34 years old,Male,Less than 1,0,NA,Democrat
YZo58J,94702,35-44 years old,Male,3,3,"Pour over, Espresso",No affiliation
8dJ175,4106,25-34 years old,Female,1,1,NA,Democrat
XeRxKg,85254,25-34 years old,Male,1,1,"Pour over, Espresso, Cold brew",Republican
oA09eX,NA,NA,NA,NA,NA,NA,NA
rl0jRp,23434,25-34 years old,Male,1,1,Pour over,NA
rl0DO5,98070,45-54 years old,Male,2,2,Espresso,No affiliation
QAxoJY,NA,18-24 years old,NA,NA,NA,NA,NA
vN0XBX,95020,25-34 years old,Male,More than 4,5,"French press, Coffee brewing machine (e.g. Mr. Coffee)",Independent
7dJXK9,98121,35-44 years old,Male,3,3,"Pour over, Espresso",No affiliation
Al6rdo,33173,35-44 years old,Male,1,1,NA,No affiliation
rl0DvN,96950,35-44 years old,NA,1,1,NA,NA
yl0Xdg,95070,35-44 years old,Male,2,2,"Espresso, Pour over",No affiliation
rl0DJN,90057,25-34 years old,Male,Less than 1,0,Other,Democrat
zK0EJk,34653,18-24 years old,Female,1,1,"Espresso, French press, Coffee brewing machine (e.g. Mr. Coffee)",Independent
8dJNGr,91001,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
XeR5zg,97215,35-44 years old,Male,1,1,Espresso,Democrat
bl25aZ,77025,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
VZ9pXE,NA,NA,NA,NA,NA,Pour over,NA
DVXqPb,97034,55-64 years old,NA,3,3,Pod/capsule machine (e.g. Keurig/Nespresso),NA
xd0Vgo,98121,18-24 years old,Male,3,3,Espresso,NA
9d6NaY,91381,55-64 years old,Female,3,3,"Pour over, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",NA
g5QbLJ,88005,>65 years old,Male,2,2,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
OAjQg8,48390,25-34 years old,Prefer not to say,1,1,Pour over,NA
PA2RLd,7980,45-54 years old,Female,2,2,"Pour over, Cold brew",Democrat
qbY58k,80219,35-44 years old,Male,2,2,Espresso,Democrat
J2V17r,94928,35-44 years old,NA,4,4,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
g5QbEJ,98118,35-44 years old,Female,2,2,Pour over,No affiliation
xd0VLG,91030,25-34 years old,Male,2,2,Pour over,Democrat
RzZWAQ,80246,25-34 years old,Male,1,1,"Espresso, Pour over",No affiliation
kY0bMr,97202,25-34 years old,Male,2,2,"Pour over, Espresso",Democrat
0EbV9P,91381,55-64 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)",No affiliation
MArXNp,61603,35-44 years old,NA,2,2,"Pour over, French press, Cold brew, Other",NA
bl2ZB1,65203,45-54 years old,Female,3,3,"Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",Republican
dYZENo,47111,35-44 years old,Female,2,2,NA,NA
aBj94v,78229,25-34 years old,Male,2,2,"Other, Pour over",Independent
pL0ryq,2130,35-44 years old,Male,1,1,NA,No affiliation
PA2pOb,73069,25-34 years old,Female,1,1,"French press, Espresso, Cold brew",Democrat
eBNMEE,94804,35-44 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",Democrat
XeRLLg,67037,18-24 years old,Male,2,2,"Pour over, Cold brew, Other",Independent
NA4rNQ,78730,25-34 years old,NA,2,2,Pour over,NA
Al6zN0,16510,18-24 years old,Male,2,2,"Pour over, Espresso",Democrat
24bXgj,91355,55-64 years old,Male,2,2,Pour over,Independent
EPBK7o,55426,25-34 years old,NA,2,2,"Pour over, French press, Coffee extract (e.g. Cometeer), Cold brew",NA
YZoPDW,97124,18-24 years old,Male,Less than 1,0,"Espresso, Other",Independent
lN0BYo,33062,35-44 years old,Male,2,2,"Pour over, Cold brew, French press",NA
yl0Mgx,60185,25-34 years old,Female,3,3,"French press, Pour over, Other",Democrat
EPBKpL,60657,25-34 years old,NA,2,2,Pour over,NA
jB0Z4E,2446,35-44 years old,Male,2,2,Espresso,No affiliation
Al6zgW,92103,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
vN0rj4,17404,25-34 years old,Female,2,2,"Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, French press, Coffee brewing machine (e.g. Mr. Coffee)",NA
LdEZRv,22193,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
RzZxOP,71225,25-34 years old,Male,3,3,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Other",Independent
DVXKql,38654,45-54 years old,Male,2,2,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
MArXjX,98103,35-44 years old,Female,2,2,"Espresso, Pour over",Democrat
7dJbL0,84341,25-34 years old,Female,1,1,"Pour over, French press, Espresso",No affiliation
OAjlzR,59701,25-34 years old,Female,Less than 1,0,Pour over,No affiliation
0Eb7MN,12180,18-24 years old,Male,2,2,Other,Democrat
aBjeBv,2130,25-34 years old,Male,1,1,NA,No affiliation
VZ9j8J,92103,35-44 years old,Male,1,1,"Pour over, French press, Other",Independent
XeRrBO,1545,55-64 years old,Male,1,1,NA,Independent
ZdG8b0,98103,25-34 years old,Male,4,4,"Espresso, Pour over",No affiliation
XeRrOd,37209,35-44 years old,Male,2,2,Espresso,No affiliation
6d1eA5,92115,35-44 years old,Female,1,1,French press,Democrat
9d6XPV,NA,NA,NA,NA,NA,NA,NA
6d1epo,77802,35-44 years old,Male,2,2,Espresso,Republican
zK0NRM,75402,25-34 years old,NA,2,2,"Pour over, Other",NA
bl29y1,77802,35-44 years old,Female,1,1,Espresso,Republican
RzZd2Q,95035,35-44 years old,Male,2,2,Pour over,NA
lN0BDN,96003,35-44 years old,Prefer not to say,1,1,Pour over,No affiliation
24bXyj,47111,25-34 years old,Male,1,1,Other,No affiliation
RzZdlK,55416,45-54 years old,Male,2,2,Pour over,NA
kY09M6,29607,35-44 years old,Male,3,3,"Pour over, French press, Espresso, Other",Republican
XeRJxV,46202,35-44 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
EPBddA,70817,35-44 years old,Male,2,2,Other,Democrat
kY0eNZ,20036,25-34 years old,Male,3,3,Pour over,Democrat
vN0eAl,98230,25-34 years old,Male,3,3,Pour over,No affiliation
EPBdQl,37115,25-34 years old,Female,2,2,"Cold brew, Other",Democrat
RzZM8d,66216,25-34 years old,Male,1,1,"Pour over, Espresso",Republican
QAxe0G,84405,25-34 years old,Female,1,1,"French press, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
RzZMvJ,32714,55-64 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
dYZaZq,87120,35-44 years old,Female,1,1,"Pour over, Espresso",Independent
pL0y5E,79745,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
8dJa6x,95973,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
7dJLP9,7860,25-34 years old,Male,3,3,"Pour over, Espresso, Coffee extract (e.g. Cometeer), French press",Democrat
DVXkPX,94110,25-34 years old,Male,4,4,Espresso,Democrat
ZdGEWv,1545,45-54 years old,Female,Less than 1,0,Bean-to-cup machine,No affiliation
6d1jYN,78613,25-34 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),Independent
EPBde2,97206,35-44 years old,Male,2,2,"Espresso, Pour over, Coffee extract (e.g. Cometeer), Other",Democrat
WAeEMN,94111,18-24 years old,Male,2,2,"Espresso, Cold brew",Democrat
PA21Nx,78745,25-34 years old,Female,1,1,Espresso,Democrat
jB06VJ,38355,25-34 years old,Male,2,2,"Pour over, Other",Independent
OAj46g,95831,45-54 years old,Male,2,2,Other,No affiliation
oA0RGM,60565,35-44 years old,NA,2,2,Pour over,NA
42178d,43228,25-34 years old,NA,1,1,French press,NA
bl2j0g,1545,18-24 years old,Female,Less than 1,0,Instant coffee,Democrat
KMPxY7,39157,25-34 years old,Male,3,3,"Pour over, French press, Cold brew, Other",Independent
9d6ZDK,48108,25-34 years old,Non-binary,1,1,Pour over,Democrat
aBj4EZ,97862,55-64 years old,NA,4,4,French press,NA
zK0M20,32533,35-44 years old,Male,1,1,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew, French press",Democrat
jB0ovx,98118,25-34 years old,Female,3,3,"French press, Pour over, Instant coffee",Democrat
dYZ08o,98122,25-34 years old,Female,Less than 1,0,NA,Democrat
xd0Dlr,44255,25-34 years old,Male,Less than 1,0,Other,Republican
J2VlWo,85748,35-44 years old,Male,4,4,Coffee brewing machine (e.g. Mr. Coffee),Republican
aBj40Z,89148,45-54 years old,Male,3,3,Other,NA
7dJKYz,25434,25-34 years old,Male,2,2,"Cold brew, Pour over, Other",Democrat
MAraqY,38655,>65 years old,Male,3,3,"Coffee brewing machine (e.g. Mr. Coffee), Pour over, Espresso",Democrat
VZ9Pya,91730,25-34 years old,Male,2,2,Espresso,No affiliation
24bAoL,92108,25-34 years old,Female,1,1,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
6d1KqA,37209,25-34 years old,Male,2,2,Pour over,Democrat
OAjXOY,92821,18-24 years old,Male,2,2,Espresso,Democrat
RzZojd,92108,25-34 years old,Male,1,1,"Pour over, Espresso",No affiliation
24bA0e,25434,25-34 years old,Female,2,2,Pour over,Democrat
EPBxlN,90210,35-44 years old,NA,Less than 1,0,Instant coffee,NA
oA026x,48328,35-44 years old,Male,3,3,Pour over,Democrat
8dJZzO,53072,25-34 years old,Male,1,1,NA,Democrat
OAj7zK,6489,45-54 years old,NA,2,2,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",NA
8dJZN5,60714,55-64 years old,Female,More than 4,5,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",Independent
YZo4r0,11230,25-34 years old,NA,NA,NA,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA
EPBxxN,11201,25-34 years old,Male,2,2,"Cold brew, Other",Democrat
lN060X,29803,45-54 years old,Female,1,1,NA,No affiliation
WAeRVL,27101,35-44 years old,Male,3,3,"Espresso, Bean-to-cup machine",No affiliation
zK07oa,367545,35-44 years old,NA,2,2,Pour over,NA
oA02LX,NA,35-44 years old,NA,NA,NA,NA,NA
7dJN5Z,29803,55-64 years old,Male,Less than 1,0,Coffee brewing machine (e.g. Mr. Coffee),NA
J2VOgo,27519,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
eBNRqx,94607,25-34 years old,Male,2,2,NA,No affiliation
9d67bK,73012,18-24 years old,Male,Less than 1,0,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
421r7Y,97005,25-34 years old,Male,3,3,"Pour over, Espresso",Democrat
WAezOe,75050,35-44 years old,Male,1,1,Other,No affiliation
YZoajN,48104,25-34 years old,Male,Less than 1,0,"Pour over, Other",Democrat
EPBWPX,19460,25-34 years old,Male,2,2,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Other",Democrat
24bX0b,75013,25-34 years old,Male,1,1,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
LdEPgv,98056,35-44 years old,Female,Less than 1,0,Other,Democrat
BGL7D7,32792,35-44 years old,Female,2,2,"Cold brew, French press",Democrat
QAxRll,16828,45-54 years old,Female,1,1,"Pour over, Espresso, Other",Republican
LdEpLj,66093,35-44 years old,Male,1,1,"French press, Espresso, Other",No affiliation
eBNRJO,97330,35-44 years old,Male,3,3,Pour over,Democrat
rl0Pev,80516,45-54 years old,Male,3,3,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, Espresso",Independent
6d1NEP,20121,25-34 years old,Male,1,1,NA,Democrat
pL0OXB,39762,25-34 years old,Female,2,2,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Other",Democrat
VZ95pl,10309,35-44 years old,NA,NA,NA,Coffee extract (e.g. Cometeer),NA
rl0ABp,43605,18-24 years old,Male,2,2,NA,Independent
oA0MD5,39762,25-34 years old,Male,2,2,"Pour over, Other",Independent
421x2Y,91786,35-44 years old,Male,1,1,"Coffee extract (e.g. Cometeer), Other",NA
bl2xOZ,47401,25-34 years old,Male,Less than 1,0,"Espresso, Other",No affiliation
VZ9Jzy,2141,25-34 years old,Male,2,2,Espresso,Democrat
aBjYvE,6437,35-44 years old,Male,2,2,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",No affiliation
GrodaO,80205,35-44 years old,Male,2,2,"Pour over, Espresso",NA
EPBQjN,97229,25-34 years old,Male,2,2,NA,No affiliation
PA26z0,80301,25-34 years old,Male,3,3,"Espresso, French press, Other",Democrat
jB0yy1,94121,25-34 years old,Female,1,1,"Pour over, French press, Espresso, Instant coffee, Coffee extract (e.g. Cometeer), Other",NA
LdEbJl,11222,25-34 years old,Male,2,2,"Cold brew, Other",Democrat
7dJW4R,95864,35-44 years old,Male,2,2,NA,Democrat
OAjzjg,92081,25-34 years old,Male,2,2,Pour over,Democrat
dYZ62d,2142,35-44 years old,Male,4,4,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, Instant coffee",No affiliation
KMP6W8,92119,35-44 years old,Male,1,1,"Espresso, Pour over",Independent
GrozzO,16828,18-24 years old,Male,1,1,Other,Republican
RzZ0Y4,32608,25-34 years old,Male,2,2,"Espresso, Pour over",Democrat
8dJQar,34609,45-54 years old,Male,2,2,"Espresso, Pour over",Republican
KMPl5D,75013,55-64 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Other",NA
qbYDVO,6226,25-34 years old,Male,3,3,"Pour over, French press",Democrat
PA2D2d,54701,55-64 years old,Female,3,3,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
DVXNMq,94560,25-34 years old,NA,NA,NA,Espresso,NA
8dJKgY,47841,35-44 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Bean-to-cup machine",Republican
DVXNop,84105,25-34 years old,Male,1,1,"Espresso, Pour over, French press",Democrat
YZoQK6,0,35-44 years old,Prefer not to say,2,2,Espresso,NA
Al6dOW,16803,25-34 years old,Female,2,2,Espresso,Democrat
RzZ01P,48187,45-54 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),Democrat
VZ90e6,97128,18-24 years old,NA,Less than 1,0,NA,NA
zK0qR8,97128,55-64 years old,Female,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
J2V26Y,98052,25-34 years old,Male,1,1,"Pour over, French press, Espresso",No affiliation
RzZzMJ,1605,25-34 years old,Male,Less than 1,0,"Pour over, French press, Espresso, Coffee extract (e.g. Cometeer)",No affiliation
XeReMe,94105,35-44 years old,Male,2,2,"Pour over, Espresso, Instant coffee",No affiliation
Gror7k,92108,25-34 years old,NA,1,1,"Pour over, Espresso",NA
oA0AgP,10036,18-24 years old,Female,1,1,NA,Independent
RzZzg9,76010,18-24 years old,Male,3,3,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",Democrat
QAxAqg,55446,35-44 years old,Male,2,2,"Espresso, Pour over",No affiliation
Al6lgN,30533,35-44 years old,Male,2,2,Pour over,NA
RzZ4x4,85281,18-24 years old,Male,Less than 1,0,Instant coffee,No affiliation
bl2klo,13617,35-44 years old,Male,2,2,Espresso,Democrat
PA2Eq5,84341,25-34 years old,Male,1,1,Espresso,Democrat
vN020Q,91367,45-54 years old,Male,2,2,Pour over,NA
PA2E9V,85207,25-34 years old,Non-binary,1,1,"Espresso, Pour over, Cold brew",Independent
lN0LKk,7075,18-24 years old,Male,2,2,"Pour over, Cold brew, Coffee extract (e.g. Cometeer), French press",Democrat
bl2LeE,2141,35-44 years old,Female,1,1,Espresso,NA
rl0L9M,V5S0c9,25-34 years old,NA,Less than 1,0,NA,NA
zK0rDa,10019,25-34 years old,NA,2,2,Other,NA
RzZYXK,94612,35-44 years old,Male,2,2,"Espresso, Pour over",No affiliation
oA0dW5,4005,25-34 years old,Male,Less than 1,0,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
OAjJ0K,88001,25-34 years old,Male,2,2,"Pour over, French press, Espresso",No affiliation
24bxPD,NA,NA,NA,NA,NA,NA,NA
QAxB11,3055,25-34 years old,Male,4,4,"Pour over, French press, Espresso, Coffee extract (e.g. Cometeer)",Democrat
7dJ9VA,90250,25-34 years old,Male,2,2,"Pour over, Other",Democrat
kY005o,60142,18-24 years old,Male,1,1,Espresso,No affiliation
6d1rZe,92103,25-34 years old,Male,2,2,"Pour over, Espresso, Coffee extract (e.g. Cometeer)",Democrat
